Datum;Fallzahl;Neue Faelle;Genesene;Todesfaelle;7-Tage-Inzidenz;rel Veraenderung der 7-Tage-Inzidenz;7-Tage-Hosp-Inzidenz;ITS-Belegung
02.08.2022;1188715;2379;1120502;4717;386,7;-11,6;16,7;5,9
03.08.2022;1191623;2908;1124769;4720;363,1;-11,7;16,3;5,4
04.08.2022;1193757;2134;1128008;4722;352,0;-12,4;18,0;5,6
05.08.2022;1195556;1799;1131405;4727;335,8;-14,1;17,9;6,0
06.08.2022;;;;;329,8;-15,8;17,9;
07.08.2022;;;;;328,5;-17,1;17,9;
08.08.2022;1198082;;1136689;4727;328,0;-17,7;18,5;6,2
09.08.2022;1200364;2282;1140302;4729;313,0;-18,2;17,9;6,1
10.08.2022;1202665;2301;1144215;4729;310,9;-18,0;14,7;6,6
11.08.2022;1204755;2090;1147877;4737;309,5;-17,6;14,8;6,2
12.08.2022;1206570;1815;1150990;4739;308,8;-16,6;16,7;6,8
13.08.2022;;;;;304,7;-15,7;16,7;
14.08.2022;;;;;302,9;-14,2;16,7;
15.08.2022;1209445;;1156000;4745;302,7;-11,5;16,1;5,6
16.08.2022;1211257;1812;1159520;4731;303,8;-9,0;17,1;4,9
17.08.2022;1212822;1565;1162851;4735;290,5;-8,0;16,8;5,1
18.08.2022;1213927;1105;1165710;4739;269,0;-8,4;16,3;5,1
19.08.2022;1214864;937;1168346;4740;247,7;-10,3;15,6;5,6
20.08.2022;;;;;226,7;-13,1;15,6;
21.08.2022;;;;;225,1;-15,3;15,6;
22.08.2022;1216067;;1173160;4742;223,6;-16,8;15,1;5,0
23.08.2022;1217496;1429;1176478;4745;194,5;-20,1;15,1;4,1
24.08.2022;1221399;3903;1179351;4752;188,9;-23,0;14,7;4,1
25.08.2022;1223469;2070;1181993;4753;248,2;-22,0;14,4;3,3
26.08.2022;1225701;2232;1184137;4755;269,5;-18,9;11,8;3,4
27.08.2022;;;;;291,7;-13,3;11,8;
28.08.2022;;;;;291,0;-6,6;11,8;
29.08.2022;1227256;;1187933;4756;291,6;1,2;11,4;3,9
30.08.2022;1229202;1946;1190446;4765;294,7;10,1;10,0;4,2
31.08.2022;1230685;1483;1192649;4765;303,5;18,5;9,7;4,0
01.09.2022;1231791;1106;1194588;4767;241,6;17,7;9,0;4,4
02.09.2022;1233377;1586;1196495;4767;224,9;13,9;9,2;3,7
03.09.2022;;;;;210,7;7,9;9,2;
04.09.2022;;;;;212,6;2,8;9,2;
05.09.2022;1235223;;1199554;4767;212,7;-2,0;8,9;3,3
06.09.2022;1236730;1507;1201667;4770;218,5;-8,4;9,2;3,5
07.09.2022;1238329;1599;1203655;4773;204,3;-16,4;8,6;3,9
08.09.2022;1239622;1293;1205328;4775;206,1;-20,2;8,6;3,4
09.09.2022;1240774;1152;1206855;4776;205,5;-22,3;8,4;3,4
10.09.2022;;;;;202,5;-22,3;8,4;
11.09.2022;;;;;202,8;-21,2;8,4;
12.09.2022;1242920;;1209553;4778;202,8;-18,7;8,4;3,0
13.09.2022;1244634;1714;1211107;4779;212,9;-13,4;7,8;3,5
14.09.2022;1246390;1756;1212545;4783;220,0;-4,7;8,0;3,1
15.09.2022;1247679;1289;1213666;4786;219,1;-0,9;7,6;3,3
16.09.2022;1248868;1189;1214704;4795;222,5;1,7;7,7;3,4
17.09.2022;;;;;220,4;2,6;7,7;
18.09.2022;;;;;215,5;3,1;7,7;
19.09.2022;1250964;;1216613;4796;215,6;3,6;7,7;3,8
20.09.2022;1252448;1484;1218260;4799;216,8;4,7;7,2;3,7
21.09.2022;1254052;1604;1221560;4799;211,3;3,8;7,5;3,9
22.09.2022;1255578;1526;1223352;4800;217,8;3,6;7,8;3,6
23.09.2022;1257366;1788;1225030;4807;221,7;3,5;9,7;4,2
24.09.2022;;;;;232,7;3,9;9,7;
25.09.2022;;;;;233,5;4,0;9,7;
26.09.2022;1259623;;1227166;4808;232,8;3,6;9,7;4,6
27.09.2022;1261838;2215;1229093;4824;245,6;5,1;10,4;4,5
28.09.2022;1264022;2184;1230509;4827;269,0;9,2;10,2;3,8
29.09.2022;1265676;1654;1231829;4830;284,0;13,9;10,6;3,7
30.09.2022;1268230;2554;1233068;4834;286,2;18,1;10,9;5,6
01.10.2022;;;;;311,3;23,6;10,9;
02.10.2022;;;;;311,7;26,6;10,9;
03.10.2022;;;;;312,3;27,8;9,3;
04.10.2022;1271829;;1236881;4838;244,3;20,8;10,2;4,9
05.10.2022;1275536;3707;1238329;4839;285,6;17,9;10,3;4,9
06.10.2022;1278701;3165;1239632;4843;316,6;17,5;11,4;4,6
07.10.2022;1282046;3345;1240889;4845;356,8;19,8;12,0;4,7
08.10.2022;;;;;380,8;23,2;12,0;
09.10.2022;;;;;378,6;24,4;12,0;
10.10.2022;1285939;;1243652;4849;378,2;23,5;13,9;5,4
11.10.2022;1290253;4314;1245393;4854;497,5;32,4;15,0;5,7
12.10.2022;1293738;3485;1246797;4854;500,4;39,5;16,1;4,9
13.10.2022;1296879;3141;1248134;4859;487,1;42,6;17,0;4,3
14.10.2022;1299385;2506;1249179;4863;482,5;42,3;17,0;4,6
15.10.2022;;;;;464,7;40,2;17,0;
16.10.2022;;;;;468,7;37,1;17,0;
17.10.2022;1302689;;1251543;4868;468,6;33,2;21,1;5,1
18.10.2022;1306570;3881;1253156;4876;460,7;24,2;21,9;5,0
19.10.2022;1310629;4059;1254757;4877;456,2;17,1;21,9;5,5
20.10.2022;1313628;2999;1256259;4882;464,1;11,5;21,8;6,1
21.10.2022;;;;;443,5;;;
